playerName_x,playerPrice,playerPos,playerClub,playerImg_x,TotalPoints,Goals,Assists,BallsRecov,match_name,score,playerName_y,Team,OverallRating,playerImgy,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
Fran García,4.3,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250091175.jpg?v=4.07,12,0,1,16,Fran García,100,Fran García,Real Madrid,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246606.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,89,49,693,771,713,685
Juan Jesus,4.3,DEF,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250045594.jpg?v=4.07,11,0,0,14,Juan Jesus,100,Juan Jesus,Napoli FC,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200752.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,663,33,51,60,78,73
A. Elustondo,4.3,DEF,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250074621.jpg?v=4.07,6,0,0,12,Aritz Elustondo,86,Aritz Elustondo,Real Sociedad,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226221.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,64,39,641,611,802,771
Iñigo Martínez,4.3,DEF,BAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250040471.jpg?v=4.07,5,0,0,5,Iñigo Martínez,100,Iñigo Martínez,FC Barcelona,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204525.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,71,56,67,61,82,80
N. Casale,4.3,DEF,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250138626.jpg?v=4.07,3,0,0,8,Saúl,90,Saúl,Atlético de Madrid,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208421.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,76,761,781,771,751
N. Rovella,4.3,MID,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250118783.jpg?v=4.07,3,0,0,6,Nicolò Rovella,84,Nicolò Rovella,Latium,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p255001.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,775,6310,763,771,746,717
V. Lund,4.3,DEF,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250130224.jpg?v=4.07,1,0,0,1,Valdemar Lund,86,Valdemar Lund,F.C. København,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p259763.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,56,429,5811,577,669,718
A. Bella-Kotchap,4.3,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250163289.jpg?v=4.07,1,0,0,3,Armel Bella Kotchap,88,Armel Bella Kotchap,PSV,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p247497.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,784,25,50,501,74,771
J. Sánchez,4.2,DEF,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250090668.jpg?v=4.07,8,0,0,11,Jorge Sánchez,82,Jorge Sánchez,FC Porto,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233493.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/4SXza6FuE6T6dXI56PJZhS/4877162c8da581da419842f606fd2cad/f_83.png,Mexico,848,50,631,723,701,783
L. Pellegrini,4.2,DEF,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250088146.jpg?v=4.07,4,0,0,5,Luca Pellegrini,86,Luca Pellegrini,Latium,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243237.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,759,54,66,75,71,611
N. Mukiele,4.2,DEF,PAR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250121329.jpg?v=4.07,2,0,0,1,Nordi Mukiele,84,Nordi Mukiele,Paris SG,79,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p226166.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,771,49,68,72,801,80
A. Remiro,4.1,GK,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250066244.jpg?v=4.07,30,0,0,0,Álex Remiro,82,Álex Remiro,Real Sociedad,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p227127.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,841,782,801,862,42,861
Patric,4.1,DEF,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250065837.jpg?v=4.07,22,0,0,27,Patric,100,Patric,Latium,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p206098.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,681,53,691,711,771,732
Sergio Gómez,4.1,DEF,MCI,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250101274.jpg?v=4.07,7,0,0,9,Sergio Gómez,100,Sergio Gómez,Manchester City,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241811.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,691,70,751,772,69,651
Nico González,4.1,MID,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250123952.jpg?v=4.07,4,0,0,2,Nico González,100,Nico González,FC Porto,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p255069.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,66,621,74,753,712,791
O. Højlund,4.1,MID,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250166946.jpg?v=4.07,4,0,0,1,Oscar Højlund,82,Oscar Højlund,F.C. København,57,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p274952.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,71,43,53,59,54,61
P. Ankersen,4.0,DEF,CPH,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250020385.jpg?v=4.07,19,0,0,31,Peter Ankersen,85,Peter Ankersen,F.C. København,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p208564.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,752,545,604,671,613,672
David Carmo,4.0,DEF,POR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250117455.jpg?v=4.07,16,0,0,25,David Carmo,100,David Carmo,FC Porto,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251616.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,544,28,541,51,77,812
Mario Gila,4.0,DEF,LAZ,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250125051.jpg?v=4.07,12,0,0,18,Mario Gila,100,Mario Gila,Latium,64,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p268804.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,662,38,531,616,642,641
Iñaki Peña,4.0,GK,BAR,https://gaming.uefa.com/en/uclfantasy/static-assets/ucl2020/images/default_player@2x.png?v=5.4,4,0,0,0,Iñaki Peña,100,Iñaki Peña,FC Barcelona,73,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246139.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,721,681,771,731,35,721
F. Oppegård,4.0,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250127024.jpg?v=4.07,1,0,0,0,Fredrik Oppegård,86,Fredrik Oppegård,PSV,65,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p260100.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/2oqGDALzThEx7wBBMbyIqE/759a715ed2bf7146304a0736ede94430/f_36.png,Norway,783,53,592,642,591,611
T. Smolenaars,4.0,GK,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187771.jpg?v=4.07,0,0,0,0,Olasagasti,52,Olasagasti,Real Sociedad,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p262500.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,611,61,65,61,64,691
R. Tytens,4.0,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250182164.jpg?v=4.07,0,0,0,0,Jamie Bynoe-Gittens,64,Jamie Bynoe-Gittens,Borussia Dortmund,71,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p266032.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,886,591,582,805,24,521
S. Esquivel,4.0,GK,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250164595.jpg?v=4.07,0,0,0,0,Tomás Sives,57,Tomás Sives,Arsenal,62,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p274160.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5HXFM2XwFlgDJ3ehJ1FYbK/59ed614754aa339fa365650785f99ed2/110394.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,65,56,60,61,37,56
J. Boñar,4.0,DEF,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250154300.jpg?v=4.07,0,0,0,0,Stanislav Lobotka,57,Stanislav Lobotka,Napoli FC,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216435.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/2rtg33fAnT1KbKCUHlkb5w/07e8ba36c7e290d8b4d68e797d35c614/f_43.png,Slovakia,71,702,812,832,774,755
T. Schlieck,4.0,GK,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250164038.jpg?v=4.07,0,0,0,0,Timo Schlieck,85,Timo Schlieck,RB Leipzig,57,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p270965.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,59,57,55,62,29,53
J. Hillson,4.0,GK,ARS,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250134303.jpg?v=4.07,0,0,0,0,Leah Williamson,57,Leah Williamson,Arsenal,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246426.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,75,45,73,72,86,76
J. Drommel,4.0,GK,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250081931.jpg?v=4.07,0,0,0,0,Joël Drommel,86,Joël Drommel,PSV,73,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p228279.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,74,72,761,75,51,71
Muhlis Dağaşan,4.0,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250178661.jpg?v=4.07,0,0,0,0,Moha Moukhliss,54,Moha Moukhliss,FC Barcelona,59,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p271956.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,72,50,62,66,43,42
Sergio Mestre,4.0,GK,ATM,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250154301.jpg?v=4.07,0,0,0,0,Sergio Mestre,100,Sergio Mestre,Atlético de Madrid,60,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p272503.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,61,59,58,62,44,61
Y. Gil Y Muinos,4.0,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187775.jpg?v=4.07,0,0,0,0,Mario Gila,60,Mario Gila,Latium,64,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p268804.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,662,38,531,616,642,641
G. Ayesa,4.0,GK,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250147522.jpg?v=4.07,0,0,0,0,Ayesa,90,Ayesa,Real Sociedad,63,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p259360.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,67,62,59,63,25,64
E. Van De Blaak,4.0,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250174752.jpg?v=4.07,0,0,0,0,Jan Oblak,58,Jan Oblak,Atlético de Madrid,88,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200389.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/29GBdG097LzE0BZ6AvKmQq/e2c75531658f4ca40974e596e478bbaf/f_44.png,Slovenia,851,90,78,872,463,861
R. El Meliani,4.0,DEF,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250187776.jpg?v=4.07,0,0,0,0,El Chadaille Bitshiabu,86,El Chadaille Bitshiabu,RB Leipzig,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p263193.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,372,36,551,511,677,773
A. Fraga,4.0,GK,RSO,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250136441.jpg?v=4.07,0,0,0,0,André-Franck Zambo Anguissa,61,André-Franck Zambo Anguissa,Napoli FC,83,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p227236.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/5z3Z9TA0nm5WhrAlvaXt4B/16251307062edd2d68e511481aeb823f/f_103.png,Cameroon,78,68,721,81,811,862
F. González,4.0,GK,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250176532.jpg?v=4.07,0,0,0,0,Nico González,84,Nico González,FC Porto,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p255069.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,66,621,74,753,712,791
H. Idasiak,4.0,GK,NAP,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250124307.jpg?v=4.07,0,0,0,0,Hubert Idasiak,84,Hubert Idasiak,Napoli FC,55,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p271957.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/KLzBJsJ0eQPZm4hVsZFgc/1a1b9891525684b366053c13c6c87487/f_37.png,Poland,56,55,56,55,20,55
Marvel,4.0,DEF,RMA,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250164223.jpg?v=4.07,0,0,0,0,Marvel,100,Marvel,Real Madrid,63,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p274486.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,69,32,46,52,60,68
H. Blank,4.0,DEF,DOR,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250154302.jpg?v=4.07,0,0,0,0,Jan Oblak,59,Jan Oblak,Atlético de Madrid,88,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200389.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/29GBdG097LzE0BZ6AvKmQq/e2c75531658f4ca40974e596e478bbaf/f_44.png,Slovenia,851,90,78,872,463,861
B. Waterman,4.0,GK,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/52563.jpg?v=4.07,0,0,0,0,Boy Waterman,87,Boy Waterman,PSV,68,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p137552.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,65,69,68,66,47,70
E. Geerts,4.0,MID,PSV,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250170822.jpg?v=4.07,0,0,0,0,Yorbe Vertessen,60,Yorbe Vertessen,PSV,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p260020.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,93,691,65,721,33,691
T. Meyer,4.0,DEF,RBL,https://img.uefa.com/imgml/TP/players/1/2024/75x75/250153438.jpg?v=4.07,0,0,0,0,Alexander Meyer,86,Alexander Meyer,Borussia Dortmund,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241050.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,71,712,769,755,4116,731
