playerName,playerPrice,playerPos,playerClub,playerImg,TotalPoints,Goals,Assists,BallsRecov
L. Sučić,5.5,MID,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250127293.jpg?v=0.06,0,0,0,0
P. Musa,5.5,FWD,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138608.jpg?v=0.06,0,0,0,0
M. Oršić,5.5,FWD,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024176.jpg?v=0.06,0,0,0,0
M. Pjaca,5.5,FWD,CRO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
T. Čvančara,5.5,FWD,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250122946.jpg?v=0.06,0,0,0,0
V. Kušej,5.5,FWD,CZE,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
T. Chorý,5.5,FWD,CZE,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Hložek,5.5,FWD,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250114001.jpg?v=0.06,0,0,0,0
L. Zahović,5.5,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Nunes,5.5,MID,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250145803.jpg?v=0.06,0,0,0,0
J. Neves,5.5,MID,POR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
C. Styles,5.5,MID,HUN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Gazdag,5.5,MID,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056177.jpg?v=0.06,0,0,0,0
L. Ivanušec,5.5,MID,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250098468.jpg?v=0.06,0,0,0,0
Á. Nagy,5.5,MID,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250083472.jpg?v=0.06,0,0,0,0
Z. Kalmár,5.5,MID,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041236.jpg?v=0.06,0,0,0,0
A. Matko,5.5,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
Ž. Vipotnik,5.5,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Mlakar,5.5,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Asani,5.5,FWD,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064637.jpg?v=0.06,0,0,0,0
A. Muja,5.5,FWD,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250109524.jpg?v=0.06,0,0,0,0
F. Đuričić,5.5,MID,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1909301.jpg?v=0.06,0,0,0,0
S. Lukić,5.5,MID,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055209.jpg?v=0.06,0,0,0,0
J. Pickford,5,GK,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Grimaldo,5,DEF,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
F. Dimarco,5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056189.jpg?v=0.06,0,0,0,0
Jorginho,5,MID,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067749.jpg?v=0.06,0,0,0,0
D. Dalot,5,DEF,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081628.jpg?v=0.06,0,0,0,0
D. Costa,5,GK,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250076675.jpg?v=0.06,0,0,0,0
J. Koundé,5,DEF,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250096309.jpg?v=0.06,0,0,0,0
Y. Sommer,5,GK,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/97746.jpg?v=0.06,0,0,0,0
H. Maguire,5,DEF,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
E. Ünal,5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250062599.jpg?v=0.06,0,0,0,0
M. Akanji,5,DEF,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250085369.jpg?v=0.06,0,0,0,0
K. Schmeichel,5,GK,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/74954.jpg?v=0.06,0,0,0,0
D. Livaković,5,GK,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042625.jpg?v=0.06,0,0,0,0
T. Castagne,5,DEF,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Stones,5,DEF,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Balde,5,DEF,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250135416.jpg?v=0.06,0,0,0,0
V. Mykolenko,5,DEF,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250092185.jpg?v=0.06,0,0,0,0
M. Hummels,5,DEF,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
B. Pavard,5,DEF,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081921.jpg?v=0.06,0,0,0,0
A. Christensen,5,DEF,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041718.jpg?v=0.06,0,0,0,0
D. Raya,5,GK,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250171278.jpg?v=0.06,0,0,0,0
N. Mendes,5,DEF,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250136465.jpg?v=0.06,0,0,0,0
Nacho,5,DEF,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1900122.jpg?v=0.06,0,0,0,0
D. Man,5,FWD,ROU,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250104534.jpg?v=0.06,0,0,0,0
A. Laporte,5,DEF,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250027046.jpg?v=0.06,0,0,0,0
B. Gilmour,5,MID,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250107117.jpg?v=0.06,0,0,0,0
J. Oblak,5,GK,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Upamecano,5,DEF,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250079545.jpg?v=0.06,0,0,0,0
L. Spinazzola,5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250020885.jpg?v=0.06,0,0,0,0
G. Vicario,5,GK,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250178594.jpg?v=0.06,0,0,0,0
M. Van De Ven,5,DEF,NED,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
W. Szczęsny,5,GK,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/108501.jpg?v=0.06,0,0,0,0
D. Volkov,5,FWD,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250084050.jpg?v=0.06,0,0,0,0
Pepe,5,DEF,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/95417.jpg?v=0.06,0,0,0,0
A. Ramsdale,5,GK,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Torres,5,DEF,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
I. Martínez,5,DEF,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250040471.jpg?v=0.06,0,0,0,0
C. Azpilicueta,5,DEF,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Raum,5,DEF,GER,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250110361.jpg?v=0.06,0,0,0,0
K. Tierney,5,DEF,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067541.jpg?v=0.06,0,0,0,0
R. Gosens,5,DEF,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
N. Sule,5,DEF,GER,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041781.jpg?v=0.06,0,0,0,0
A. Disasi,5,DEF,FRA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250155947.jpg?v=0.06,0,0,0,0
V. Coufal,5,DEF,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250061048.jpg?v=0.06,0,0,0,0
K. Casteels,5,GK,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Škriniar,5,DEF,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Andersen,5,DEF,DEN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Gusto,5,DEF,FRA,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Clauss,5,DEF,FRA,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Hofmann,5,MID,GER,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250057117.jpg?v=0.06,0,0,0,0
J. Stanišić,5,DEF,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112220.jpg?v=0.06,0,0,0,0
J. Juranović,5,DEF,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250078379.jpg?v=0.06,0,0,0,0
M. Darmian,5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/103806.jpg?v=0.06,0,0,0,0
F. Acerbi,5,DEF,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250052957.jpg?v=0.06,0,0,0,0
Z. Çelik,5,DEF,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067420.jpg?v=0.06,0,0,0,0
D. Zakaria,5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250079677.jpg?v=0.06,0,0,0,0
D. Blind,5,DEF,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/108908.jpg?v=0.06,0,0,0,0
S. De Vrij,5,DEF,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250006229.jpg?v=0.06,0,0,0,0
J. Timber,5,DEF,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250101728.jpg?v=0.06,0,0,0,0
M. Cash,5,DEF,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250169376.jpg?v=0.06,0,0,0,0
G. Mikautadze,5,FWD,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250155025.jpg?v=0.06,0,0,0,0
A. Silva,5,DEF,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250128468.jpg?v=0.06,0,0,0,0
J. Sá,5,GK,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064239.jpg?v=0.06,0,0,0,0
L. Shaw,5,DEF,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
L. Munteanu,5,FWD,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
G. Puşcaş,5,FWD,ROU,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042504.jpg?v=0.06,0,0,0,0
D. Alibec,5,FWD,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
F. García,5,DEF,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Sorescu,5,MID,ROU,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
G. Taylor,5,DEF,SCO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
B. Henrich,5,DEF,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Henderson,5,MID,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
B. Verbič,5,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Čerin,5,MID,SVN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250088708.jpg?v=0.06,0,0,0,0
J. Stanković,5,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Nisbet,5,FWD,SCO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Zajc,5,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Kurtić,5,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Bijol,5,MID,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Bare,5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066680.jpg?v=0.06,0,0,0,0
L. Krejčí,5,DEF,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250116734.jpg?v=0.06,0,0,0,0
L. Ferguson,5,MID,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250116699.jpg?v=0.06,0,0,0,0
A. Hickey,5,MID,SCO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250129058.jpg?v=0.06,0,0,0,0
F. Mladenović,5,DEF,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250040558.jpg?v=0.06,0,0,0,0
M. Ingvartsen,5,FWD,DEN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055142.jpg?v=0.06,0,0,0,0
A. Vombergar,5,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Ratkov,5,FWD,SRB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Jovanović,5,FWD,SRB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
N. Žugelj,5,FWD,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Grujić,5,MID,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055207.jpg?v=0.06,0,0,0,0
N. Gudelj,5,MID,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1909874.jpg?v=0.06,0,0,0,0
M. Gaćinović,5,MID,SRB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
U. Račić,5,MID,SRB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250105721.jpg?v=0.06,0,0,0,0
A. Sadiku,5,FWD,ALB,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Brekalo,5,DEF,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
Ž. Karničnik,5,DEF,SVN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
D. Ďuriš,5,FWD,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Zreľák,5,FWD,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Kadák,5,MID,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Bero,5,MID,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
E. Jirka,5,MID,SVK,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
T. Holeš,5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250054481.jpg?v=0.06,0,0,0,0
J. Zmrhal,5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/150296246.jpg?v=0.06,0,0,0,0
D. Beljo,5,FWD,CRO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
M. Frigan,5,FWD,CRO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
F. Nmecha,5,MID,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
C. Fuhrich,5,MID,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
G. Promel,5,MID,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Andrich,5,MID,GER,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Šutalo,5,DEF,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250100914.jpg?v=0.06,0,0,0,0
B. Barišić,5,DEF,CRO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250084988.jpg?v=0.06,0,0,0,0
P. Ševčík,5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055928.jpg?v=0.06,0,0,0,0
M. Sadílek,5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250077931.jpg?v=0.06,0,0,0,0
L. Sadílek,5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055109.jpg?v=0.06,0,0,0,0
A. Král,5,MID,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250077921.jpg?v=0.06,0,0,0,0
L. Masopust,5,MID,CZE,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
J. Matoušek,5,FWD,CZE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250087076.jpg?v=0.06,0,0,0,0
U. Bozok,5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250177988.jpg?v=0.06,0,0,0,0
H. Dervişoğlu,5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250118078.jpg?v=0.06,0,0,0,0
A. Németh,5,FWD,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250126068.jpg?v=0.06,0,0,0,0
B. Vécsei,5,MID,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250016852.jpg?v=0.06,0,0,0,0
S. Szuhodovszki,5,MID,HUN,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
L. Kleinheisler,5,MID,HUN,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023225.jpg?v=0.06,0,0,0,0
A. Vranckx,5,MID,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
O. Mangala,5,MID,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
L. Dendoncker,5,MID,BEL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
E. Fernandes,5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250086789.jpg?v=0.06,0,0,0,0
M. Aebischer,5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250099399.jpg?v=0.06,0,0,0,0
F. Rieder,5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250117806.jpg?v=0.06,0,0,0,0
N. Seiwald,5,MID,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250114167.jpg?v=0.06,0,0,0,0
D. Ljubicic,5,MID,AUT,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250105714.jpg?v=0.06,0,0,0,0
B. Yıldırım,5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250172874.jpg?v=0.06,0,0,0,0
A. Meret,5,GK,ITA,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066753.jpg?v=0.06,0,0,0,0
E. Akbaba,5,FWD,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250109239.jpg?v=0.06,0,0,0,0
Y. Nazaryna,5,MID,UKR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
L. Geertruida,5,DEF,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250104075.jpg?v=0.06,0,0,0,0
J. Teze,5,DEF,NED,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
N. Moro,5,MID,CRO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
N. Elvedi,5,DEF,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055734.jpg?v=0.06,0,0,0,0
A. Pedraza,5,MID,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Taylor,5,MID,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250113011.jpg?v=0.06,0,0,0,0
M. Wieffer,5,MID,NED,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250177878.jpg?v=0.06,0,0,0,0
B. Zivzivadze,5,FWD,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250027190.jpg?v=0.06,0,0,0,0
A. Trubin,5,GK,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250113444.jpg?v=0.06,0,0,0,0
K. Arrizabalaga,5,GK,ESP,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250039900.jpg?v=0.06,0,0,0,0
J. Navas,5,DEF,ESP,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
G. Beridze,5,FWD,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250058138.jpg?v=0.06,0,0,0,0
G. Kvilitaia,5,FWD,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066330.jpg?v=0.06,0,0,0,0
J. Kamiński,5,MID,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124940.jpg?v=0.06,0,0,0,0
G. Krychowiak,5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
F. Marchwiński,5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
B. Lederman,5,MID,POL,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250159165.jpg?v=0.06,0,0,0,0
M. Łęgowski,5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Wszołek,5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
P. Dziczek,5,MID,POL,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
İ. Yüksek,5,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250174144.jpg?v=0.06,0,0,0,0
N. Semedo,5,DEF,POR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
G. Tsitaishvili,5,MID,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250163619.jpg?v=0.06,0,0,0,0
Z. Davitashvili,5,MID,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250097055.jpg?v=0.06,0,0,0,0
L. Shengelia,5,MID,GEO,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250067372.jpg?v=0.06,0,0,0,0
B. Chilwell,5,DEF,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. Patrício,5,GK,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/93443.jpg?v=0.06,0,0,0,0
D. Ihnatenko,5,MID,UKR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
O. Roshi,5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/108488.jpg?v=0.06,0,0,0,0
K. Gjasula,5,MID,ALB,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250134709.jpg?v=0.06,0,0,0,0
Uçan,5,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022826.jpg?v=0.06,0,0,0,0
B. Kutlu,5,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143952.jpg?v=0.06,0,0,0,0
A. Ömür,5,MID,TUR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250089842.jpg?v=0.06,0,0,0,0
Danilo,5,MID,POR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014528.jpg?v=0.06,0,0,0,0
R. Sanches,5,MID,POR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
R. James,5,DEF,ENG,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
K. Phillips,5,MID,ENG,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250143242.jpg?v=0.06,0,0,0,0
I. Konoplianka,5,MID,UKR,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
A. Lunin,4.5,GK,UKR,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250089824.jpg?v=0.06,0,0,0,0
D. Schmid,4.5,MID,SUI,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250101677.jpg?v=0.06,0,0,0,0
N. Schlotterbeck,4.5,DEF,GER,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250134856.jpg?v=0.06,0,0,0,0
J. Kankava,4.5,MID,GEO,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.09,0,0,0,0
